"GC EI Compounds ID"	"Structure"	"TIC Sum"	"Name"	"RT in min"	"Reference mz"	"Avg TIC"	"NIST Lib Hit Formula"	"NIST Theo Mol Mass"	"NIST Observed Mol Mass"	"Area Max"	"MS Depth"	"Total Score"	"HRF Score"	"RHRF Score"	"SI"	"RSI"	"Calculated RI"	"RI Delta"	"MS2"	"Calc MW"	"Checked"	"Tags"	"Area Genuine_1raw F1"	"Area Genuine_2raw F2"	"Area Genuine_3raw F3"	"Area Suspect_1raw F4"	"Area Suspect_2raw F5"	"Area Suspect_3raw F6"	"Gap Status Genuine_1raw F1"	"Gap Status Genuine_2raw F2"	"Gap Status Genuine_3raw F3"	"Gap Status Suspect_1raw F4"	"Gap Status Suspect_2raw F5"	"Gap Status Suspect_3raw F6"	"Gap Fill Status Genuine_1raw F1"	"Gap Fill Status Genuine_2raw F2"	"Gap Fill Status Genuine_3raw F3"	"Gap Fill Status Suspect_1raw F4"	"Gap Fill Status Suspect_2raw F5"	"Gap Fill Status Suspect_3raw F6"
"97"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:04:49 2024 (hash=ccb3f75e); 10 10  0  0  0  0  0  0  0  0  0;    0.0000   -1.6434    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000   -0.8217    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6984    2.0132    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6984    2.8349    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.6984   -0.4108    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6984   -0.4108    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    1.6023    0.0000 O   0  0  0     0  2  0  0  0  0;    0.0000    0.7806    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6984    0.4108    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6984    0.4108    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  2  5  1  0  0  0  0;  2  6  1  0  0  0  0;  3  4  2  0  0  0  0;  3  7  1  0  0  0  0;  5  9  1  0  0  0  0;  6 10  1  0  0  0  0;  7  8  1  0  0  0  0;  8 10  1  0  0  0  0;  8  9  1  0  0  0  0;$$$$"	"14328387"	"Formic acid, trans-4-methylcyclohexyl ester"	"9.833"	"82.03678"	"2388064"	"C8 H14 O2"	"142.09883"	""	"407109"	"1"	"91.6"	"93.0"	"97.7"	"717"	"738"	"987"	"39"	"NoMSn"	"96.05755"	"False"	""	"255148"	" 355786"	" 196289"	" 345271"	" 407109"	" 402496"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" No gap"	" No gap"	"128"	" 128"	" 128"	" 1"	" 1"	" 1"
"98"	""	"6895235"	"Peak@9.854"	"9.856"	"265.01999"	"1149206"	""	""	""	"562867"	"1"	""	""	""	""	""	"988"	""	"NoMSn"	"415.03754"	"False"	""	"514827"	" 528517"	" 562867"	" 213070"	" 186762"	" "	"Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	" Missing reference mass"	"128"	" 128"	" 1"	" 128"	" 128"	" 2"
"99"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:39 2024 (hash=80d338ad); 10  9  0  0  0  0  0  0  0  0  0;    0.3668    1.1820    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3261    0.7744    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0597    0.7744    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0597    1.1820    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.7526    0.7744    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7934    1.2227    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7526   -0.0408    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.4455    1.1820    0.0000 O   0  0  0     0  2  0  0  0  0;    2.4862    0.8152    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4862    0.0408    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  3  6  1  0  0  0  0;  4  5  1  0  0  0  0;  5  7  1  0  0  0  0;  5  8  2  0  0  0  0;  6  9  2  0  0  0  0;  9 10  1  0  0  0  0;$$$$"	"9662642"	"4-Hexen-1-ol, acetate, (Z)-"	"9.892"	"68.05762"	"1610440"	"C8 H14 O2"	"142.09883"	""	"271638"	"1"	"95.5"	"95.9"	"95.9"	"858"	"868"	"990"	""	"NoMSn"	"82.07822"	"False"	""	"200471"	" 222339"	" 239843"	" 230064"	" 271638"	" 271429"	"No gap"	" No gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 1"	" 1"	" 128"	" 128"	" 128"
"100"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:04:18 2024 (hash=25f196f0); 16 15  0  0  0  0  0  0  0  0  0;    0.0000    1.0126    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.6886    0.6076    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6886    0.6076    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6886   -0.2025    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.4177    1.0126    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.4177   -0.6076    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4177    1.8227    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4177    1.0126    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6886   -0.2025    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4177   -1.4177    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1063   -0.2025    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1063    2.2278    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6886    2.2278    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1063    0.6076    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1063   -1.8227    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1063    3.0379    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  2  5  1  0  0  0  0;  3  8  1  0  0  0  0;  3  9  1  0  0  0  0;  4  6  1  0  0  0  0;  5  7  1  0  0  0  0;  6 10  1  0  0  0  0;  6 11  1  0  0  0  0;  7 12  1  0  0  0  0;  7 13  1  0  0  0  0;  8 14  1  0  0  0  0; 10 15  1  0  0  0  0; 12 16  1  0  0  0  0;$$$$"	"25662868"	"Orthoformic acid, tri-sec-butyl ester"	"9.959"	"103.07541"	"4277145"	"C13 H28 O3"	"232.20330"	""	"4600447"	"1"	"93.4"	"95.9"	"97.1"	"753"	"773"	"994"	""	"NoMSn"	"120.08138"	"False"	""	"3604851"	" 4600447"	" 3483263"	" 3550146"	" 3916835"	" 3885382"	"No gap"	" No gap"	" No gap"	" No gap"	" No gap"	" No gap"	"1"	" 1"	" 1"	" 1"	" 1"	" 1"
"101"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:51 2024 (hash=e7cab529);  9  8  0  0  0  0  0  0  0  0  0;   -1.7116    0.5298    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0596    0.0815    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.4452    0.1223    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3668    0.4483    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3668    1.2226    0.0000 O   0  0  0     0  2  0  0  0  0;    0.3260    0.0408    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0596    0.4483    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7524   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4860    0.4075    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  4  5  2  0  0  0  0;  4  6  1  0  0  0  0;  6  7  2  0  0  0  0;  7  8  1  0  0  0  0;  8  9  1  0  0  0  0;$$$$"	"7890122"	"Ethyl trans-2-pentenoate"	"9.977"	"83.01276"	"1315020"	"C7 H12 O2"	"128.08318"	""	"500153"	"1"	"81.1"	"74.5"	"100.0"	"563"	"804"	"995"	""	"NoMSn"	"153.00381"	"False"	""	"429481"	" 466274"	" 448337"	" 459012"	" 500153"	" 499160"	"No gap"	" No gap"	" No gap"	" Full gap"	" No gap"	" No gap"	"1"	" 1"	" 1"	" 128"	" 1"	" 1"
"102"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:28 2024 (hash=22031560); 24 23  0  0  0  0  0  0  0  0  0;   -0.8497   -0.5260    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.4451    0.1618    0.0000 N   0  0  0     0  5  0  0  0  0;    0.3642    0.1618    0.0000 N   0  0  0     0  5  0  0  0  0;   -0.8497    0.8902    0.0000 C   0  0  0     0  0  0  0  0  0;    0.7688   -0.5260    0.0000 O   0  0  0     0  2  0  0  0  0;    0.7688    0.8902    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.2543    1.5780    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.5780    0.4855    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.4046    1.5376    0.0000 C   0  0  0     0  0  0  0  0  0;    1.1734    1.5780    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3237    1.4971    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4971    0.4855    0.0000 C   0  0  0     0  0  0  0  0  0;    2.2254    0.8902    0.0000 C   0  0  0     0  0  0  0  0  0;    2.9133    0.4855    0.0000 C   0  0  0     0  0  0  0  0  0;    2.2254    1.6994    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.2659    0.8497    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.2659    1.6994    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.9942    0.4451    0.0000 C   0  0  0     0  0  0  0  0  0;    3.6416    0.8902    0.0000 C   0  0  0     0  0  0  0  0  0;    4.3699    0.4855    0.0000 C   0  0  0     0  0  0  0  0  0;    3.6416    1.6994    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.6820    0.8497    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.6820    1.6589    0.0000 C   0  0  0     0  0  0  0  0  0;   -4.3699    0.4046    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  2  0  0  0  0;  2  3  2  0  0  0  0;  2  4  1  0  0  0  0;  3  5  2  0  0  0  0;  3  6  1  0  0  0  0;  4  7  1  0  0  0  0;  4  8  1  0  0  0  0;  4  9  1  0  0  0  0;  6 10  1  0  0  0  0;  6 11  1  0  0  0  0;  6 12  1  0  0  0  0;  8 16  1  0  0  0  0; 12 13  1  0  0  0  0; 13 14  1  0  0  0  0; 13 15  2  0  0  0  0; 14 19  2  0  0  0  0; 16 17  2  0  0  0  0; 16 18  1  0  0  0  0; 18 22  2  0  0  0  0; 19 20  1  0  0  0  0; 19 21  1  0  0  0  0; 22 23  1  0  0  0  0; 22 24  1  0  0  0  0;$$$$"	"3479363"	"N,N'-Bis(2,6-dimethyl-6-nitrosohept-2-en-4-one)"	"9.978"	"83.01273"	"579894"	"C18 H30 N2 O4"	"338.22001"	""	"500153"	"1"	"96.2"	"99.3"	"100.0"	"821"	"838"	"995"	""	"NoMSn"	"83.04970"	"False"	""	"429481"	" 466274"	" 448337"	" 459012"	" 500153"	" 499160"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	"128"	" 128"	" 128"	" 1"	" 128"	" 128"
"103"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:31 2024 (hash=8901cf7e); 43 44  0  0  0  0  0  0  0  0  0;    0.6955    2.0864    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    2.4955    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6955    1.2682    0.0000 O   0  0  0     0  2  0  0  0  0;    1.3909    2.4955    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.6955    2.0864    0.0000 C   0  0  0     0  0  0  0  0  0;    2.0864    2.0864    0.0000 Si  0  0  0     0  4  0  0  0  0;   -0.6955    1.2682    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3909    2.4955    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3909    0.8591    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    0.8591    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.0864    1.2682    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.0864    2.0864    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8227    0.8591    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.3909    3.3137    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.0864    3.7227    0.0000 Si  0  0  0     0  4  0  0  0  0;   -3.5182    1.2682    0.0000 Si  0  0  0     0  4  0  0  0  0;    0.0000    0.0818    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6955   -0.3273    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6955   -0.3273    0.0000 O   0  0  0     0  2  0  0  0  0;    1.3909    0.0818    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6955   -1.1455    0.0000 C   0  0  0     0  0  0  0  0  0;    2.0864   -0.3273    0.0000 C   0  0  0     0  0  0  0  0  0;    2.0864   -1.1455    0.0000 C   0  0  0     0  0  0  0  0  0;    2.8227    0.0818    0.0000 O   0  0  0     0  2  0  0  0  0;    1.3909   -1.5546    0.0000 C   0  0  0     0  0  0  0  0  0;    2.8227   -1.5546    0.0000 O   0  0  0     0  2  0  0  0  0;    2.8227   -2.3727    0.0000 Si  0  0  0     0  4  0  0  0  0;    3.5182   -0.3273    0.0000 Si  0  0  0     0  4  0  0  0  0;   -1.6773    4.4182    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.4955    3.0273    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8227    4.1318    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.1091    1.9636    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.9273    0.6136    0.0000 C   0  0  0     0  0  0  0  0  0;   -4.2137    1.6773    0.0000 C   0  0  0     0  0  0  0  0  0;    2.0046   -2.3727    0.0000 C   0  0  0     0  0  0  0  0  0;    3.6409   -2.3727    0.0000 C   0  0  0     0  0  0  0  0  0;    2.8227   -3.1909    0.0000 C   0  0  0     0  0  0  0  0  0;    3.1091   -1.0227    0.0000 C   0  0  0     0  0  0  0  0  0;    3.9273    0.3682    0.0000 C   0  0  0     0  0  0  0  0  0;    4.2137   -0.7364    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4955    2.7818    0.0000 C   0  0  0     0  0  0  0  0  0;    1.6773    1.3909    0.0000 C   0  0  0     0  0  0  0  0  0;    2.8227    1.6773    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  2  0  0  0  0;  1  4  1  0  0  0  0;  2  5  1  0  0  0  0;  4  6  1  0  0  0  0;  5  7  2  0  0  0  0;  5  8  1  0  0  0  0;  6 41  1  0  0  0  0;  6 42  1  0  0  0  0;  6 43  1  0  0  0  0;  7  9  1  0  0  0  0;  7 10  1  0  0  0  0;  8 14  1  0  0  0  0;  8 12  2  0  0  0  0;  9 11  2  0  0  0  0; 10 17  1  0  0  0  0; 11 12  1  0  0  0  0; 11 13  1  0  0  0  0; 13 16  1  0  0  0  0; 14 15  1  0  0  0  0; 15 29  1  0  0  0  0; 15 30  1  0  0  0  0; 15 31  1  0  0  0  0; 16 32  1  0  0  0  0; 16 33  1  0  0  0  0; 16 34  1  0  0  0  0; 17 18  1  0  0  0  0; 17 19  2  0  0  0  0; 18 20  2  0  0  0  0; 18 21  1  0  0  0  0; 20 22  1  0  0  0  0; 21 25  2  0  0  0  0; 22 23  2  0  0  0  0; 22 24  1  0  0  0  0; 23 25  1  0  0  0  0; 23 26  1  0  0  0  0; 24 28  1  0  0  0  0; 26 27  1  0  0  0  0; 27 35  1  0  0  0  0; 27 36  1  0  0  0  0; 27 37  1  0  0  0  0; 28 38  1  0  0  0  0; 28 39  1  0  0  0  0; 28 40  1  0  0  0  0;$$$$"	"8285655"	"Jaboticabin acid, 5TMS"	"10.065"	"282.05051"	"1380942"	"C30 H52 O8 Si5"	"680.25030"	""	"332817"	"1"	"95.4"	"100.0"	"100.0"	"770"	"772"	"1000"	"2015"	"NoMSn"	"281.05173"	"False"	""	"275664"	" 318721"	" 332817"	" 129350"	" 170208"	" 136911"	"Full gap"	" No gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	"128"	" 1"	" 128"	" 128"	" 1"	" 128"
"104"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:12 2024 (hash=7bdb851c); 13 12  0  0  0  0  0  0  0  0  0;   -2.1126    0.4063    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3813    0.8126    0.0000 O   0  0  0     0  2  0  0  0  0;    3.5346    0.4063    0.0000 C   0  0  0     0  0  0  0  0  0;    2.8440    0.8126    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8033    0.8126    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6907    0.4063    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.4940    0.4063    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1126    0.4063    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    0.8126    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6907   -0.4063    0.0000 O   0  0  0     0  2  0  0  0  0;    0.0000    1.6251    0.0000 O   0  0  0     0  2  0  0  0  0;    0.7313    0.4063    0.0000 O   0  0  0     0  2  0  0  0  0;    1.4220    0.8126    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  5  1  0  0  0  0;  2  6  1  0  0  0  0;  3  4  1  0  0  0  0;  4  8  1  0  0  0  0;  5  7  1  0  0  0  0;  6  9  1  0  0  0  0;  6 10  2  0  0  0  0;  8 13  1  0  0  0  0;  9 11  2  0  0  0  0;  9 12  1  0  0  0  0; 12 13  1  0  0  0  0;$$$$"	"12324115"	"Oxalic acid, butyl propyl ester"	"10.087"	"56.06224"	"2054019"	"C9 H16 O4"	"188.10431"	""	"1887474"	"1"	"92.7"	"93.2"	"96.2"	"772"	"909"	"1001"	""	"NoMSn"	"97.10174"	"False"	""	"1828815"	" 1843435"	" 1887474"	" 913724"	" 969819"	" 939212"	"Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 128"	" 1"	" 128"	" 128"	" 128"
"105"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:04:19 2024 (hash=af541952); 11 10  0  0  0  0  0  0  0  0  0;   -0.3260    0.7743    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0595    0.4483    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3260    1.6301    0.0000 O   0  0  0     0  2  0  0  0  0;    0.3260    0.4483    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.7931    0.7743    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0595   -0.4483    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0595    0.7743    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.4858    0.4483    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7931    0.4483    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4858    0.7743    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7931   -0.4483    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  2  0  0  0  0;  1  4  1  0  0  0  0;  2  5  1  0  0  0  0;  2  6  1  0  0  0  0;  4  7  1  0  0  0  0;  5  8  1  0  0  0  0;  7  9  1  0  0  0  0;  9 10  2  0  0  0  0;  9 11  1  0  0  0  0;$$$$"	"15158090"	"Butanoic acid, 2-methyl-, 2-methyl-2-propenyl ester"	"10.085"	"56.06222"	"2526348"	"C9 H16 O2"	"156.11448"	""	"1887474"	"1"	"95.6"	"97.8"	"98.1"	"821"	"850"	"1001"	"17"	"NoMSn"	"85.10176"	"False"	""	"1828815"	" 1843435"	" 1887474"	" 913724"	" 969819"	" 939212"	"No gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 1"	" 128"	" 128"	" 128"	" 128"
"106"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:04:36 2024 (hash=f72e3ae5);  8  7  0  0  0  0  0  0  0  0  0;   -0.3648   -0.3648    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.3648    0.4458    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0943    0.7701    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3648    0.7701    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.8644    0.4458    0.0000 C   0  0  0     0  0  0  0  0  0;    1.1348    0.4458    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3648    1.5401    0.0000 C   0  0  0     0  0  0  0  0  0;    1.9049    0.7701    0.0000 O   0  0  0     0  2  0  0  0  0;  1  2  1  0  0  0  0;  2  3  1  0  0  0  0;  2  4  1  0  0  0  0;  3  5  1  0  0  0  0;  4  6  1  0  0  0  0;  4  7  1  0  0  0  0;  6  8  1  0  0  0  0;$$$$"	"13122934"	"1,3-Pentanediol, 2-methyl-"	"10.088"	"89.05969"	"2187156"	"C6 H14 O2"	"118.09883"	""	"1552503"	"1"	"90.3"	"95.4"	"100.0"	"606"	"671"	"1001"	"4"	"NoMSn"	"207.19815"	"False"	""	"589670"	" 709154"	" 610719"	" 1337433"	" 1552503"	" 1490519"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" No gap"	" No gap"	"128"	" 128"	" 128"	" 1"	" 1"	" 1"
"107"	""	"12668584"	"Peak@10.092"	"10.092"	"89.05970"	"2111431"	""	""	""	"1552503"	"1"	""	""	""	""	""	"1001"	""	"NoMSn"	"221.01210"	"False"	""	"589670"	" 709154"	" 610719"	" 1337433"	" 1552503"	" 1490519"	"Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 1"	" 128"	" 128"	" 128"	" 128"
"108"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:53 2024 (hash=c3127499);  8  7  0  0  0  0  0  0  0  0  0;   -1.4254   -0.1222    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.5702   -0.1222    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.2444    0.6109    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6516    1.2625    0.0000 O   0  0  0     0  2  0  0  0  0;    0.6109    0.6109    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6109   -0.2036    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6109    1.3847    0.0000 O   0  0  0     0  2  0  0  0  0;    1.4254    0.6109    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  2  3  1  0  0  0  0;  3  4  1  0  0  0  0;  3  5  1  0  0  0  0;  5  6  1  0  0  0  0;  5  7  1  0  0  0  0;  5  8  1  0  0  0  0;$$$$"	"9987497"	"2-Methyl-2,3-pentanediol"	"10.094"	"89.05979"	"1664583"	"C6 H14 O2"	"118.09883"	""	"1552503"	"1"	"85.6"	"86.7"	"96.5"	"547"	"664"	"1001"	""	"NoMSn"	"57.09355"	"False"	""	"589670"	" 709154"	" 610719"	" 1337433"	" 1552503"	" 1490519"	"No gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 128"	" 128"	" 128"	" 128"	" 128"
"109"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:28 2024 (hash=4d25cea7);  8  7  0  0  0  0  0  0  0  0  0;    0.4051    0.7696    0.0000 O   0  0  0     0  2  0  0  0  0;   -0.3241    0.3646    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0937    0.3646    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0127    0.7696    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7013    0.3646    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7823    0.8101    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.4304    0.7696    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4709    0.4051    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  3  6  1  0  0  0  0;  4  5  1  0  0  0  0;  5  7  1  0  0  0  0;  6  8  2  0  0  0  0;$$$$"	"6962995"	"Butane, 1-(2-propenyloxy)-"	"10.094"	"85.06487"	"1160499"	"C7 H14 O"	"114.10392"	""	"1100293"	"1"	"86.1"	"85.6"	"100.0"	"591"	"823"	"1001"	""	"NoMSn"	"382.97504"	"False"	""	"335412"	" 463573"	" 343265"	" 928559"	" 1047948"	" 1100293"	"Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 128"	" 1"	" 128"	" 128"	" 128"
"110"	""	"10509957"	"Peak@10.094"	"10.097"	"151.02409"	"1751660"	""	""	""	"1317526"	"1"	""	""	""	""	""	"1001"	""	"NoMSn"	"178.98276"	"False"	""	"768214"	" 568291"	" 1317526"	" 550710"	" 667368"	" 730536"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	"128"	" 128"	" 128"	" 128"	" 128"	" 1"
