"GC EI Compounds ID"	"Name"	"Area Mean (Genuine)"	"Area Mean (Suspect)"	"New CD Table ID"	"New CD Table WorkflowID"
1221	"6-Isopropyl-1,4-dimethylnaphthalene"	3106181.66666667	10285525.3333333	1221	239
1222	"Peak@21.936"	1293226	2626200.33333333	1222	239
1223	"Peak@21.937"	599986.333333333	1219840.33333333	1223	239
1224	"Peak@21.937"	129578.666666667	504712.333333333	1224	239
1225	"Naphthalene, 1-heptyl-1,2,3,4-tetrahydro-4-methyl-"	494630	848014.666666667	1225	239
1226	"Peak@21.947"	849677	2815879	1226	239
1227	"Peak@21.963"	340994	1316790	1227	239
1228	"Germacrene D"	927848	NA	1228	239
1229	"[5-(Hydroxymethyl)-2,5,8a-trimethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl]methanol diacetate"	2346975.66666667	4251136.66666667	1229	239
1230	"Peak@22.111"	1675045.33333333	4301477.66666667	1230	239
1231	"4-Decyne"	2345272.33333333	2517186.66666667	1231	239
1232	"5,7-Octadien-4-one, 2,6-dimethyl-, (Z)-"	1675045.33333333	4301477.66666667	1232	239
1233	"4,5-Dichloro-N-[(1,2,3,4-tetrahydroisoquinolin-2-yl)methyl]phthalimide"	543787.333333333	1181656.66666667	1233	239
1234	"Peak@22.120"	507526	771189.666666667	1234	239
1235	"Cyclopropanecarboxylic acid, 1-(phenylmethyl)-, 2,6-bis(1,1-dimethylethyl)-4-methylphenyl ester"	3102484	3003115.66666667	1235	239
1236	"Peak@22.215"	995829.666666667	427333	1236	239
1237	"(3bR,4S,7aS)-7,7,8,8-Tetramethyloctahydro-2,3b-methanocyclopenta[1,3]cyclopropa[1,2]benzen-4-ol"	22817603.6666667	9911177	1237	239
1238	"Peak@22.230"	1000127.33333333	548124.333333333	1238	239
1239	"8,8,9-Trimethyl-deca-3,5-diene-2,7-dione"	101184.333333333	NA	1239	239
1240	"Ethanone, 1-[4-[4-(2-hydroxyethyl)-1-piperazinylsulfonyl]phenyl]-"	798386	766362	1240	239
1241	"1,3,6-Trimethyl-5-[3-(2-acetylamino-2-methoxycarbonylethyl)-1H-indol-2-yl]-1,3-dihydropyrimidin-2,4-dione"	1117034.33333333	1017523.33333333	1241	239
1242	"Cyclooctasiloxane, hexadecamethyl-"	21460400	20183610.3333333	1242	239
1243	"Peak@22.482"	637980	601661.666666667	1243	239
1244	"Peak@22.489"	616784.333333333	557980.666666667	1244	239
1245	"Dodecane, 2,7,10-trimethyl-"	706528	1178401.33333333	1245	239
1246	"Occidentalol"	NA	895827	1246	239
1247	"1-((1S,3aR,4R,7S,7aS)-4-Hydroxy-7-isopropyl-4-methyloctahydro-1H-inden-1-yl)ethanone"	2141214	157766.333333333	1247	239
1248	"(4-Nitroanilino)acetic acid, 2TMS"	293750.666666667	332374.333333333	1248	239
1249	"Ascaridole"	NA	2118973.66666667	1249	239
1250	"(E)-2-((8R,8aS)-8,8a-Dimethyl-3,4,6,7,8,8a-hexahydronaphthalen-2(1H)-ylidene)propyl acetate"	2072343.33333333	NA	1250	239
1251	"Peak@24.500"	793149.666666667	NA	1251	239
1252	"Malonic acid, [2-(6,6-ethylenedioxynorbornan-2-endo-yl)methyl]-, diethyl ester"	2355127.66666667	NA	1252	239
1253	"Phthalic acid, cyclobutyl tridecyl ester"	278938	346574.666666667	1253	239
1254	"Cyclopentane, 2-(1-hydroxy-2-propyl)-1,3-dimethyl-"	1231161	1993876.66666667	1254	239
1255	"(+)-Dihydrocarveol, trimethylacetate"	918626	42860.3333333333	1255	239
1256	"2-((2-(2-Methoxyethoxy)ethoxy)carbonyl)benzoic acid"	NA	1734899	1256	239
1257	"2-Thiobarbituric acid, tris(tert-butyldimethylsilyl) deriv."	1688149.33333333	1974862	1257	239
1258	"1,3-Benzodioxole-5-(4-keto-butyric acid)"	621552	646844.666666667	1258	239
1259	"Cyclononasiloxane, octadecamethyl-"	2897395	3056885.66666667	1259	239
1260	"p-Trimethylsilyloxyphenyl-bis(trimethylsilyloxy)ethane"	422307.666666667	433219	1260	239
1261	"Peak@25.738"	4587460	5108460	1261	239
1262	"2H-Quinolizine, 1,3,4,6,7,9a-hexahydro-"	NA	2034119.33333333	1262	239
1263	"4a(2H)-Naphthalenemethanol, octahydro-"	NA	13909.3333333333	1263	239
1264	"Ether, bis(p-tert-butylphenyl)"	NA	1350918	1264	239
1265	"2-Hydroxyquinine"	4637127.66666667	737898.666666667	1265	239
1266	"Isobutyl 2-(4-methylcyclohex-3-enyl)propan-2-yl carbonate"	NA	6733050.33333333	1266	239
1267	"N-(4-Acetylphenyl)-4-ethoxybenzamide"	NA	14878535.6666667	1267	239
1268	"Isobutyl 2-(4-methylcyclohex-3-enyl)propan-2-yl carbonate"	186389	NA	1268	239
1269	"(R)-α-Terpinyl β-D-glucoside, 4TFA"	NA	1623879	1269	239
1270	"Phenacetic acid, 2,4,α,α-tetramethyl-"	NA	1532547.33333333	1270	239
1271	"1H-Naphtho[2,1-b]pyran, 3-ethenyldodecahydro-3,4a,7,7,10a-pentamethyl-, [3S-(3α,4aα,6aβ,10aα,10bβ)]-"	NA	7888009	1271	239
1272	"Peak@28.466"	NA	7864	1272	239
1273	"Peak@28.468"	NA	NA	1273	239
1274	"Butylphosphonic acid, but-1-yn-3-yl tetradecyl ester"	764337.666666667	NA	1274	239
1275	"N-benzyl(2-fluorophenyl)methanamine"	677620	NA	1275	239
1276	"2,2-Bis(4-hydroxy-3-methylphenyl)-4-methylpentane, acetate"	3576409	NA	1276	239
1277	"Peak@28.473"	2100103.33333333	NA	1277	239
1278	"Peak@28.482"	1405408.66666667	NA	1278	239
1279	"Peak@28.735"	2513930	NA	1279	239
1280	"Peak@28.742"	91738	NA	1280	239
1281	"Peak@28.758"	879331	1039035.33333333	1281	239
1282	"1H-Naphtho[2,1-b]pyran, 3-ethenyldodecahydro-3,4a,7,7,10a-pentamethyl-, [3S-(3α,4aα,6aβ,10aα,10bβ)]-"	NA	709839.333333333	1282	239
1283	"Undecane, 5-ethyl-5-propyl-"	NA	1054660.33333333	1283	239
1284	"Phenanthrene, 1,2,3,4,4a,9,10,10a-octahydro-1,1,4a-trimethyl-7-(1-methylethyl)-, (4aS-trans)-"	NA	3121290.66666667	1284	239
